id,target
0,0.506451289
1,0.141258482
2,0.17155718
3,0.519912475
4,0.355049844
5,0.105910853
6,0.56646682
7,0.685637066
8,0.038423149
9,0.266265497
10,0.110851832
11,0.507207007
12,0.307630233
13,0.302027809
14,0.317227733
15,0.202422669
16,0.368326427
17,0.116189902
18,0.453382521
19,0.307803409
20,0.298505081
21,0.096926304
22,0.108684505
23,0.116216961
24,0.246202415
25,0.180145886
26,0.054493537
27,0.578101133
28,0.770967684
29,0.389415986
30,0.390765702
31,0.162306947
32,0.196593103
33,0.03709875
34,0.266125568
35,0.260106189
36,0.675055649
37,0.313564535
38,0.245978317
39,0.423785567
40,0.222966204
41,0.236137205
42,0.493594535
43,0.13560577
44,0.257884686
45,0.483605262
46,0.170728947
47,0.469210504
48,0.548245226
49,0.334202439
50,0.260845462
51,0.565261534
52,0.072552527
53,0.65375078
54,0.259177543
55,0.435112707
56,0.314616057
57,0.138138376
58,0.102059904
59,0.07671635
60,0.236549931
61,0.375814645
62,0.231949438
63,0.666054496
64,0.06185368
65,0.448910866
66,0.56092477
67,0.178383509
68,0.058603198
69,0.13968987
70,0.258862853
71,0.200684472
72,0.277954516
73,0.068285439
74,0.283210992
75,0.150021514
76,0.306760613
77,0.079446787
78,0.187905386
79,0.348108061
80,0.269341043
81,0.294706245
82,0.160349923
83,0.071735481
84,0.214353942
85,0.087695498
86,0.450640697
87,0.064875547
88,0.458715555
89,0.172514947
90,0.109655896
91,0.163049705
92,0.113169839
93,0.240528869
94,0.255647783
95,0.122018565
96,0.295441216
97,0.443536807
98,0.112438493
99,0.504253276
100,0.163347572
101,0.275712246
102,0.214880131
103,0.050628613
104,0.305050238
105,0.305571141
106,0.089416868
107,0.019440385
108,0.234829969
109,0.640876279
110,0.637621702
111,0.457287028
112,0.102196941
113,0.631301913
114,0.433073952
115,0.088658028
116,0.469466604
117,0.156455758
118,0.634894194
119,0.454356637
120,0.42455869
121,0.150526959
122,0.226343071
123,0.732855547
124,0.182507124
125,0.068324398
126,0.130957241
127,0.350238697
128,0.34453093
129,0.070602967
130,0.666174791
131,0.721351399
132,0.193107551
133,0.275359096
134,0.154809067
135,0.249137871
136,0.375994489
137,0.323182165
138,0.661390076
139,0.540900874
140,0.168967798
141,0.442728246
142,0.278480921
143,0.588122379
144,0.302230788
145,0.484066471
146,0.223945475
147,0.316987555
148,0.301862135
149,0.294611882
150,0.156552933
151,0.089340996
152,0.44736218
153,0.222663634
154,0.138571351
155,0.34778594
156,0.032670643
157,0.542197793
158,0.529896418
159,0.216862682
160,0.262381547
161,0.152187153
162,0.350617983
163,0.173816454
164,0.611803486
165,0.132568141
166,0.633321561
167,0.440106498
168,0.182204184
169,0.801194175
170,0.33960078
171,0.687321627
172,0.345868677
173,0.182944292
174,0.116223458
175,0.292701719
176,0.223613102
177,0.37141471
178,0.473684682
179,0.328615568
180,0.236955262
181,0.35781863
182,0.258899912
183,0.0688354
184,0.574012984
185,0.71819335
186,0.277091819
187,0.121871338
188,0.399878366
189,0.414793037
190,0.03451743
191,0.312359277
192,0.510345713
193,0.536366524
194,0.206104514
195,0.109926032
196,0.280343693
197,0.788373427
198,0.531001201
199,0.601685628
200,0.375552669
201,0.241623635
202,0.02998195
203,0.189771256
204,0.341461523
205,0.366797992
206,0.436072575
207,0.651536344
208,0.32595416
209,0.305587826
210,0.232634752
211,0.305841745
212,0.222232831
213,0.513295286
214,0.169455647
215,0.447085294
216,0.256406039
217,0.201146218
218,0.087652901
