id,target
0,0.050126136
1,0.15135108
2,0.13426292
3,0.195645452
4,0.202715933
5,0.536151693
6,0.395304382
7,0.577721715
8,0.109402254
9,0.407933816
10,0.158403061
11,0.225065723
12,0.435245529
13,0.14506951
14,0.403664619
15,0.286789075
16,0.183606893
17,0.146956742
18,0.094579309
19,0.038498871
20,0.482490778
21,0.120858372
22,0.107749105
23,0.289759472
24,0.11569725
25,0.235218697
26,0.688526034
27,0.153403655
28,0.229478918
29,0.580302135
30,0.450304434
31,0.569671214
32,0.261944115
33,0.356743351
34,0.059791301
35,0.116063849
36,0.04891016
37,0.105887652
38,0.501001984
39,0.11441169
40,0.354610458
41,0.069451586
42,0.118386239
43,0.49927336
44,0.281436935
45,0.136070184
46,0.249995038
47,0.104088322
48,0.188579642
49,0.292383239
50,0.079273716
51,0.404210299
52,0.118746281
53,0.130571395
54,0.107929379
55,0.046738588
56,0.112946019
57,0.521780595
58,0.299331919
59,0.089154765
60,0.269689933
61,0.222652093
62,0.114040107
63,0.327228904
64,0.22928603
65,0.423705131
66,0.194350138
67,0.068992734
68,0.179052502
69,0.07219632
70,0.155939311
71,0.099016428
72,0.699387789
73,0.357558951
74,0.528291643
75,0.043704428
76,0.207337276
77,0.548709765
78,0.275881768
79,0.14121075
80,0.586581647
81,0.160045997
82,0.494070873
83,0.488146723
84,0.347961367
85,0.230143041
86,0.681940258
87,0.085033208
88,0.262583003
89,0.7788212
90,0.206239052
91,0.188856908
92,0.13275376
93,0.522448987
94,0.099994868
95,0.048356328
96,0.149525933
97,0.24050127
98,0.274410598
99,0.221133098
100,0.119727053
101,0.025270839
102,0.267234192
103,0.303221539
104,0.142604556
105,0.181095116
106,0.099008143
107,0.195311442
108,0.266590968
109,0.344306886
110,0.344385922
111,0.074547653
112,0.126502335
113,0.329359472
114,0.069635071
115,0.41406937
116,0.120117002
117,0.108273238
118,0.227539622
119,0.125716686
120,0.24429296
121,0.40146181
122,0.20084706
123,0.100439743
124,0.098644972
125,0.304204613
126,0.069800571
127,0.23996184
128,0.251261697
129,0.108509198
130,0.11197228
131,0.268136457
132,0.703164667
133,0.602430136
134,0.150564417
135,0.334098012
136,0.174271725
137,0.316348538
138,0.029897346
139,0.169191525
140,0.214750782
141,0.08958555
142,0.039183826
143,0.473892242
144,0.079128027
145,0.154338345
146,0.092101403
147,0.099447489
148,0.08613094
149,0.511727423
150,0.110752132
151,0.088556629
152,0.243473158
153,0.122043848
154,0.204020218
155,0.479777634
156,0.065202922
