id,target
0,0.535306876
1,0.154872467
2,0.188719976
3,0.348977836
4,0.344692035
5,0.146806875
6,0.374750831
7,0.402378843
8,0.089856304
9,0.205220585
10,0.133908166
11,0.332057492
12,0.231747436
13,0.272569124
14,0.296028391
15,0.233470096
16,0.308108122
17,0.171488927
18,0.483810219
19,0.248971676
20,0.280984677
21,0.114395398
22,0.151437806
23,0.174809441
24,0.259914209
25,0.271499731
26,0.102204446
27,0.458844545
28,0.512038876
29,0.397009099
30,0.27167127
31,0.182299235
32,0.229582021
33,0.12524748
34,0.322038333
35,0.28942223
36,0.474397154
37,0.327967813
38,0.227697153
39,0.266370438
40,0.17553776
41,0.249785754
42,0.374453444
43,0.153973373
44,0.21894425
45,0.335627394
46,0.135832418
47,0.37041022
48,0.424039372
49,0.269622785
50,0.251430004
51,0.359437662
52,0.105486247
53,0.454100939
54,0.220415347
55,0.278791747
56,0.181138174
57,0.167064038
58,0.130093363
59,0.088657182
60,0.254142071
61,0.289553874
62,0.236466418
63,0.435145078
64,0.110915045
65,0.372781436
66,0.3510192
67,0.213677221
68,0.123455742
69,0.208540858
70,0.230682816
71,0.252341178
72,0.260096802
73,0.078144405
74,0.285550051
75,0.146103475
76,0.215661511
77,0.123210934
78,0.170429078
79,0.282962121
80,0.263074723
81,0.28664359
82,0.139636588
83,0.10855203
84,0.171714106
85,0.137905159
86,0.31826715
87,0.077458514
88,0.212329002
89,0.145004121
90,0.105447555
91,0.174552724
92,0.151664712
93,0.229921118
94,0.24784458
95,0.145872679
96,0.308262049
97,0.360517992
98,0.122147284
99,0.396392642
100,0.184466825
101,0.277602089
102,0.191828272
103,0.111478425
104,0.293410454
105,0.311905163
106,0.139081993
107,0.072429594
108,0.207805983
109,0.427782663
110,0.470440246
111,0.332859094
112,0.140666209
113,0.378735016
114,0.316548314
115,0.130852771
116,0.364486526
117,0.168004973
118,0.491238229
119,0.266276435
120,0.378564334
121,0.178089817
122,0.239883903
123,0.502624141
124,0.176349943
125,0.152839934
126,0.162840671
127,0.288500626
128,0.361004093
129,0.117313665
130,0.447089711
131,0.531125001
132,0.16203218
133,0.243997378
134,0.187075708
135,0.24691926
136,0.308048304
137,0.307569731
138,0.396553125
139,0.390255864
140,0.15594732
141,0.310552844
142,0.208226947
143,0.409723893
144,0.228148543
145,0.423269833
